Year,Month,Lat,Lon,alb_c,yft_c,bet_c,mls_c,blm_c,bum_c,swo_c,oth_c
1950,6,00N,140E,0,121.627,13.32,0,0,62.717,0,0
1950,6,00N,145E,0,94.72,13.507,0,0,44.422,0,0
1950,6,05N,140E,0,0,0,0,0,0,0,0
1950,6,05N,145E,0,0,0,0,0,0,0,0
1950,6,05N,150E,0,0,0,0,0,0,0,0
1950,7,00N,140E,0,0,0,0,0,0,0,0
1950,7,00N,145E,0,125.659,30.119,0,0,83.584,0,0
1950,7,00N,150E,0,256.339,50.953,0,0,130.46,0,0
1950,7,00N,155E,1.006,114.779,20.928,0,0,53.248,0,0.259
1950,7,00N,160E,0,70.552,16.239,4.698,0,43.662,0,0
1950,7,05N,140E,0,0,0,0,0,0,0,0
1950,7,05N,145E,0,0,0,0,0,0,0,0
1950,7,05N,150E,0.471,52.47,9.688,0,0,39.454,0,0.143
1950,7,05N,155E,0,0,0,0,0,0,0,0
1950,7,05N,160E,0,0,0,0,0,0,0,0
1950,8,00N,140E,0,0,0,0,0,0,0,0
1950,8,00N,145E,0,0,0,0,0,0,0,0
1950,8,00N,150E,0,0,0,0,0,0,0,0
1950,8,00N,155E,10.992,622.613,92.25,0,0,210.771,0,0.544
1950,8,00N,160E,1.869,129.716,23.722,0,0,104.392,0,0.044
1950,8,00N,165E,2.849,199.33,35.645,0,0,209.777,0,0
1950,8,05N,150E,0,0,0,0,0,0,0,0
1950,8,05N,155E,0,0,0,0,0,0,0,0
1950,8,05N,160E,0,0,0,0,0,0,0,0
1950,8,05N,165E,0,0,0,0,0,0,0,0
1950,9,00N,150E,0,0,0,0,0,0,0,0
1950,9,00N,155E,0,0,0,0,0,0,0,0
1950,9,00N,160E,0,0,0,0,0,0,0,0
1950,9,00N,165E,0,255.401,21.3,1.848,0,85.98,0,0.264
1950,9,05N,150E,0,0,0,0,0,0,0,0
1950,9,05N,155E,0,0,0,0,0,0,0,0
1950,9,05N,160E,0,0,0,0,0,0,0,0
1950,9,05N,165E,0,0,0,0,0,0,0,0
1950,9,10N,160E,0,0,0,0,0,0,0,0
1950,10,05N,160E,0,0,0,0,0,0,0,0
1950,10,05N,175E,0,0,0,0,0,0,0,0
1950,10,10N,160E,0,0,0,0,0,0,0,0
1950,12,00N,130E,0,0,0,0,0,0,0,0
1950,12,00N,135E,1.987,142.194,18.164,0,0,39.337,0,0.723
1950,12,00N,140E,0,0,0,0,0,0,0,0
1951,2,00N,150E,0,0,0,0,0,0,0,0
1951,2,00N,155E,2,189.617,35.894,0,0,96.033,0,3.404
1951,2,00N,160E,0,0,0,0,0,0,0,0
1951,2,05N,155E,0,0,0,0,0,0,0,0
1951,3,00N,135E,0,0,0,0,0,0,0,0
1951,3,00N,140E,0,0,0,0,0,0,0,0
1951,3,00N,145E,0,0,0,0,0,0,0,0
1951,4,00N,135E,0,0,0,0,0,0,0,0
1951,4,00N,140E,0,0,0,0,0,0,0,0
1951,4,00N,145E,0,88.963,33.596,0,0,34.661,0,0.125
1951,4,00N,150E,0,153.276,38.937,0,0,64.704,0,0.351
1951,4,00N,155E,0,86.478,15.37,0.154,0,33.55,0,1.06
1951,4,00N,160E,0,0,0,0,0,0,0,0
1951,4,05N,145E,0,0,0,0,0,0,0,0
1951,4,05N,150E,0,0,0,0,0,0,0,0
1951,4,05N,155E,0,0,0,0,0,0,0,0
1951,5,00N,150E,0,0,0,0,0,0,0,0
1951,5,00N,155E,3.882,158.044,53.81,0,0,66.341,21.118,3.338
1951,5,00N,160E,0,197.275,59.771,0,0,82.648,0,2.618
1951,5,00N,165E,0,0,0,0,0,0,0,0
1951,5,05N,155E,0,0,0,0,0,0,0,0
1951,5,05N,160E,0,0,0,0,0,0,0,0
1951,5,10N,160E,0,0,0,0,0,0,0,0
1951,6,00N,150E,0,136.031,43.874,0,0,54.359,0,0.227
1951,6,00N,155E,2.627,238.333,72.315,8.163,0,67.86,0,1.252
1951,6,00N,160E,0,119.344,29.001,0,0,33.2,0,0.187
1951,6,05N,150E,0,0,0,0,0,0,0,0
1951,6,05N,155E,0,0,0,0,0,0,0,0
1951,6,05N,160E,0,0,0,0,0,0,0,0
1951,6,10N,150E,0,0,0,0,0,0,0,0
1951,6,10N,155E,0,0,0,0,0,0,0,0
1951,6,15N,150E,0,0,0,0,0,0,0,0
1951,6,20N,150E,0,0,0,0,0,0,0,0
1951,7,00N,160E,0,172.676,73.247,0,0,47.929,0,4.063
1951,7,00N,165E,6.404,273.482,160.125,0,0,132.097,0,5.242
1951,7,05N,160E,0,0,0,0,0,0,0,0
1951,7,05N,165E,2.143,91.118,48.065,3.696,0,72.069,0,0.406
1951,7,05N,170E,0,94.618,38.502,0,0,70.958,0,0.116
1951,8,00N,150E,0,0,0,0,0,0,0,0
1951,8,00N,155E,7.659,278.935,88.71,0,0,86.331,0,1.347
1951,8,00N,160E,0,0,0,0,0,0,0,0
1951,8,05N,150E,0,0,0,0,0,0,0,0
1951,8,05N,155E,0,0,0,0,0,0,0,0
1951,8,05N,160E,0,0,0,0,0,0,0,0
1951,8,05N,165E,1.229,40.424,27.2,1.001,0,62.249,0,0.259
1951,8,05N,170E,2.47,132.607,122.461,0,0,219.889,0,2.716
1951,8,05N,175E,2.287,23.078,62.348,0,0,86.272,0,0.132
1951,8,10N,165E,0,0,0,0,0,0,0,0
1951,8,10N,170E,0,0,0,0,0,0,0,0
1951,8,10N,175E,0,0,0,0,0,0,0,0
1951,8,25N,170E,0,0,0,0,0,0,0,0
1951,9,00N,150E,0,0,0,0,0,0,0,0
1951,9,00N,155E,9.75,130.756,40.023,0,0,49.332,0,0
1951,9,00N,160E,19.226,205.872,91.101,0,0,71.367,0,0.834
1951,9,00N,165E,10.038,96.926,54.803,0,0,49.799,0,0.651
1951,9,05N,150E,0,0,0,0,0,0,0,0
1951,9,05N,155E,0,0,0,0,0,0,0,0
1951,9,05N,160E,0,0,0,0,0,0,0,0
1951,9,05N,165E,0,0,0,0,0,0,0,0
1951,9,05N,170E,0,0,0,0,0,0,0,0
1951,9,05N,175E,0,0,0,0,0,0,0,0
1951,9,10N,160E,0,0,0,0,0,0,0,0
1951,9,10N,165E,0,0,0,0,0,0,0,0
1951,9,20N,155E,0,0,0,0,0,0,0,0
1951,9,20N,160E,0,0,0,0,0,0,0,0
1951,9,25N,155E,0,0,0,0,0,0,0,0
1951,9,25N,170E,0,0,0,0,0,0,0,0
1951,10,00N,165E,0,0,0,0,0,0,0,0
1951,10,05N,165E,0,0,0,0,0,0,0,0
1951,10,05N,170E,0,0,0,0,0,0,0,0
1951,10,05N,175E,0,86.655,147.177,0,0,253.439,0,2.609
1951,10,10N,175E,0,0,0,0,0,0,0,0
1952,1,00N,125E,0,0,0,0,0,0,0,0
1952,1,00N,130E,7.757,251.949,38.337,0.539,3.046,40.506,1.989,1.482
1952,1,00N,135E,74.599,1329.67,381.361,2.002,3.587,130.46,9.233,9.163
1952,1,00N,140E,18.379,792.598,136.824,1.617,2.809,107.373,3.172,7.695
1952,1,00N,145E,2.428,243.628,89.18,0,4.907,55.82,0.758,4.963
1952,1,00N,150E,0,0,0,0,0,0,0,0
1952,1,00N,155E,0,0,0,0,0,0,0,0
1952,1,05N,125E,0,0,0,0,0,0,0,0
1952,1,05N,130E,0.878,57.647,55.968,0,0.338,18.178,0.994,0.231
1952,1,05N,135E,1.568,60.267,159.826,0.77,0.711,39.629,2.841,1.46
1952,1,05N,140E,0.356,51.457,214.236,0.385,0,27.121,0.568,2.108
1952,1,05N,145E,0.691,55.6,161.958,0.385,0.169,26.069,0.758,1.427
1952,1,05N,150E,0,0,0,0,0,0,0,0
1952,1,05N,155E,0,0,0,0,0,0,0,0
1952,1,05N,175E,0.445,26.206,134.692,0,0,15.197,0.237,0.055
1952,1,05N,175W,0,0,0,0,0,0,0,0
1952,1,05N,180W,0,0,0,0,0,0,0,0
1952,1,05S,135E,27.367,281.836,57.034,0,4.399,41.266,2.462,5.353
1952,1,05S,140E,0.7,109.166,20.419,0,2.267,23.029,0,3.091
1952,1,10N,130E,0,0,0,0,0,0,0,0
1952,1,10N,170E,0,0,0,0,0,0,0,0
1952,1,10N,175E,13.857,85.098,663.742,8.394,0.88,69.789,3.93,2.855
1952,1,10N,175W,25.261,25.213,215.548,2.002,0.169,18.529,0.237,0
1952,1,10N,180W,27.255,44.341,698.184,6.777,1.218,70.374,1.989,1.197
1952,1,15N,135E,0,0,0,0,0,0,0,0
1952,1,20N,130E,0,0,0,0,0,0,0,0
1952,1,20N,135E,15.482,22.489,9.702,7.162,0,0.585,1.705,2.855
1952,1,20N,140E,10.875,20.547,52.688,13.939,0,2.63,6.298,0.537
1952,1,25N,120E,0,0,0,9.78,67.342,1.695,0.331,12.034
1952,1,25N,125E,0,0,0,0,0,0,0,0
1952,1,25N,130E,0,0,0,0,0,0,0,0
1952,1,25N,135E,935.748,12.622,62.349,88.947,0,3.098,25.664,0.109
1952,1,25N,140E,696.485,6.514,70.647,103.501,0.169,2.747,38.117,0.392
1952,1,25N,145E,946.59,2.72,40.838,89.101,0,4.267,32.198,1.011
1952,1,25N,150E,355.263,1.897,27.881,45.975,0,1.812,24.811,1.237
1952,1,25N,155E,406.977,0.48,18.738,29.957,0,0.585,13.495,0.055
1952,1,25N,160E,177.249,0.321,11.071,7.624,0,0.292,7.86,0.302
1952,1,25N,170E,0,0,0,0,0,0,0,0
1952,1,25N,175E,0,0,0,0,0,0,0,0
1952,1,30N,125E,0,0,0,0,0,0,0,0
1952,1,30N,130E,0,0,0,0,0,0,0,0
1952,1,30N,135E,610.708,22.275,233.671,93.105,0,1.286,32.103,1.299
1952,1,30N,140E,1441.834,25.228,360.942,77.01,0,3.098,216.2,2.084
1952,1,30N,145E,495.986,2.874,500.308,41.893,0,3.215,437.845,0.796
1952,1,30N,150E,585.723,3.868,78.806,48.362,0,2.104,52.274,0.879
1952,1,30N,155E,832.53,4.863,148.305,94.337,0,3.916,57.483,0.204
1952,1,30N,160E,395.767,0.97,55.968,11.166,0,1.52,25.569,0.21
1952,1,30N,165E,298.499,0.783,41.904,10.781,0,0.292,20.171,0.309
1952,1,30N,170E,129.571,0,21.28,4.005,0,0.935,7.15,0
1952,1,30N,175E,552.836,5.631,459.634,104.734,0,3.039,59.472,10.81
1952,1,35N,140E,641.35,1.934,367.912,13.323,0,0,523.975,9.245
1952,1,35N,145E,89.989,0.276,170.159,1.848,0,0,420.847,24.654
1952,1,35N,150E,8.169,0,18.164,0,0,0,74.245,2.34
1952,2,00N,130E,3.262,66.22,8.528,0,0,6.663,1.705,1.845
1952,2,00N,135E,7.82,253.146,72.656,0.385,3.147,42.61,2.225,3.979
1952,2,00N,140E,0.802,135.228,24.929,0.77,0.609,23.672,2.083,2.086
1952,2,00N,145E,0,0,0,0,0,0,0,0
1952,2,00N,150E,0,0,0,0,0,0,0,0
1952,2,00N,160E,0,0,0,0,0,0,0,0
1952,2,05N,130E,0,0,0,0,0,0,0,0
1952,2,05N,135E,0,0,0,0,0,0,0,0
1952,2,05N,140E,0,0,0,0,0,0,0,0
1952,2,05N,155E,0,0,0,0,0,0,0,0
1952,2,05N,165E,0,0,0,0,0,0,0,0
1952,2,05N,170E,0,0,0,0,0,0,0,0
1952,2,05N,180W,0.663,12.65,77.453,0.385,0,9.41,0.474,0
1952,2,05S,135E,12.799,163.759,22.141,0.77,4.568,23.38,3.646,3.898
1952,2,05S,140E,0,0,0,0,0,0,0,0
1952,2,05S,145E,0,0,0,0,0,0,0,0
1952,2,05S,155E,0,0,0,0,0,0,0,0
1952,2,10N,175E,0,0,0,0,0,0,0,0
1952,2,10N,180W,3.811,9.418,110.214,0.385,0.338,8.475,0.237,0.176
1952,2,15N,145E,0,0,0,0,0,0,0,0
1952,2,20N,130E,0,0,0,0,0,0,0,0
1952,2,20N,135E,0,0,0,0,0,0,0,0
1952,2,20N,145E,0,0,0,0,0,0,0,0
1952,2,25N,120E,0,0,0,0,0,0,0,0
1952,2,25N,125E,0,0,0,0,0,0,0,0
1952,2,25N,130E,755.543,10.215,71.82,18.097,0,0.994,20.218,0.239
1952,2,25N,135E,1078.892,17.863,50.085,48.362,0,1.637,38.543,0.071
1952,2,25N,140E,725.439,19.015,35.836,39.198,0,1.812,24.622,0.138
1952,2,25N,145E,395.733,1.783,29.973,18.79,0,0.292,17.093,0.187
1952,2,25N,150E,297.47,0.503,35.139,15.402,0,1.52,32.814,0.299
1952,2,25N,155E,267.02,0,19.271,9.164,0,0.585,18.04,0.71
1952,2,25N,160E,835.235,0.16,38.501,24.797,0,1.227,30.209,0.392
1952,2,25N,165E,0,0,0,0,0,0,0,0
1952,2,25N,170E,0,0,0,0,0,0,0,0
1952,2,25N,175E,0,0,0,0,0,0,0,0
1952,2,30N,130E,155.502,7.157,28.619,7.316,0,0.175,4.404,0.121
1952,2,30N,135E,219.108,4.957,147.116,9.78,0,0.292,31.819,0.273
1952,2,30N,140E,1944.529,27.134,451.023,33.114,0,1.695,339.405,2.098
1952,2,30N,145E,203.63,1.354,367.953,4.544,0,0,376.622,3.218
1952,2,30N,150E,310.169,0.553,45.758,3.851,0,0.585,33.761,0.449
1952,2,30N,155E,190.548,0.276,29.358,6.392,0,0.585,12.548,0.187
1952,2,30N,160E,0,0,0,0,0,0,0,0
1952,2,30N,165E,337.062,0.186,17.877,9.164,0,0.292,11.317,0.022
1952,2,30N,170E,433.365,0,55.968,26.337,0,0.585,19.65,0.34
1952,2,30N,175E,301.43,0.597,39.813,10.011,0,0.292,4.688,0.596
1952,2,30N,180W,0,0,0,0,0,0,0,0
1952,2,35N,140E,105.008,1.105,71.262,0,0,0,123.726,5.58
1952,2,35N,145E,8.183,0,19.517,0,0,0,32.009,0.247
1952,3,00N,125E,0,0,0,0,0,0,0,0
1952,3,00N,130E,0.105,108.259,27.471,0.77,1.354,8.768,1.231,1.427
1952,3,00N,135E,0,0,0,0,0,0,0,0
1952,3,05N,130E,0,0,0,0,0,0,0,0
1952,3,05N,135E,0,0,0,0,0,0,0,0
1952,3,05N,160E,0,0,0,0,0,0,0,0
1952,3,10N,160E,0,0,0,0,0,0,0,0
1952,3,10N,165E,0,0,0,0,0,0,0,0
1952,3,10N,175W,0,0,0,0,0,0,0,0
1952,3,15N,150E,0,0,0,0,0,0,0,0
1952,3,25N,120E,0,0,0,0,0,0,0,0
1952,3,25N,125E,0,0,0,0,0,0,0,0
1952,3,25N,130E,89.151,2.433,3.864,3.388,0,0,2.51,0
1952,3,25N,135E,188.376,2.835,4.641,3.234,0,0,6.298,0
1952,3,25N,140E,92.224,2.24,9.307,4.775,0,0,19.366,0
1952,3,25N,145E,159.746,0.823,11.973,1.155,0,0.292,28.836,0
1952,3,25N,150E,361.632,3.04,127.148,34.192,0,1.695,459.437,0.022
1952,3,25N,155E,208.683,0.229,48.916,9.78,0,0.585,73.014,0.449
1952,3,25N,160E,0,0,0,0,0,0,0,0
1952,3,25N,165E,0,0,0,0,0,0,0,0
1952,3,25N,170E,0,0,0,0,0,0,0,0
1952,3,25N,175E,0,0,0,0,0,0,0,0
1952,3,30N,130E,212.605,9.697,21.895,19.253,0,0.877,5.919,0
1952,3,30N,135E,81.543,1.394,7.913,3.388,0,0,1.799,0
1952,3,30N,140E,227.226,4.034,139.161,5.468,0,0,84.946,0.202
1952,3,30N,145E,0,0,0,0,0,0,0,0
1952,3,30N,150E,67.601,0.525,38.173,5.391,0,0,134.427,0
1952,3,30N,155E,266.234,0.276,35.713,7.162,0,0.292,28.079,0.224
1952,3,30N,160E,0,0,0,0,0,0,0,0
1952,3,30N,165E,0,0,0,0,0,0,0,0
1952,3,30N,170E,0,0,0,0,0,0,0,0
1952,3,30N,175E,0,0,0,0,0,0,0,0
1952,3,30N,180W,0,0,0,0,0,0,0,0
1952,3,35N,140E,68.836,0.857,40.551,0.77,0,0.585,50.002,3.026
1952,3,35N,145E,0,0,0,0,0,0,0,0
1952,3,35N,150E,0,0,0,0,0,0,0,0
1952,3,35N,155E,0,0,0,0,0,0,0,0
1952,3,35N,165E,0,0,0,0,0,0,0,0
1952,3,40N,140E,0,0,0,0,0,0,0,0
1952,4,00N,130E,0,0,0,0,0,0,0,0
1952,4,00N,135E,0,0,0,0,0,0,0,0
1952,4,00N,140E,0,0,0,0,0,0,0,0
1952,4,00N,145E,0,0,0,0,0,0,0,0
1952,4,00N,150E,0,0,0,0,0,0,0,0
1952,4,00N,165E,0,0,0,0,0,0,0,0
1952,4,00N,180W,0,0,0,0,0,0,0,0
1952,4,05N,125E,0,0,0,0,0,0,0,0
1952,4,05N,130E,0,0,0,0,0,0,0,0
1952,4,05N,135E,0,0,0,0,0,0,0,0
1952,4,05N,145E,0,0,0,0,0,0,0,0
1952,4,05N,150E,0,0,0,0,0,0,0,0
1952,4,05N,165E,0,0,0,0,0,0,0,0
1952,4,05N,165W,0,0,0,0,0,0,0,0
1952,4,05N,170W,0.214,2.593,208.783,4.005,0.169,32.79,2.462,0.285
1952,4,05N,175E,0,0,0,0,0,0,0,0
1952,4,05N,175W,2.33,10.526,318.135,1.232,0.338,89.487,1.752,1.739
1952,4,05N,180W,0,0,0,0,0,0,0,0
1952,4,05S,150E,0,0,0,0,0,0,0,0
1952,4,05S,155E,0,0,0,0,0,0,0,0
1952,4,05S,160E,0,0,0,0,0,0,0,0
1952,4,10N,115E,0,0,0,0,0,0,0,0
1952,4,10N,130E,0,0,0,0,0,0,0,0
1952,4,10N,135E,0,0,0,0,0,0,0,0
1952,4,10N,165E,0,0,0,0,0,0,0,0
1952,4,10N,165W,0,0,0,0,0,0,0,0
1952,4,10N,170W,1.186,3.528,456.026,10.781,0.541,90.714,2.936,0.516
1952,4,10N,175E,0,0,0,0,0,0,0,0
1952,4,10N,175W,11.381,22.009,677.97,10.781,1.049,331.879,2.462,2.748
1952,4,10N,180W,0,0,0,0,0,0,0,0
1952,4,10S,155E,0,0,0,0,0,0,0,0
1952,4,15N,120E,0,0,0,0,0,0,0,0
1952,4,15N,140E,0,0,0,0,0,0,0,0
1952,4,15N,145E,0,0,0,0,0,0,0,0
1952,4,15N,150E,0,0,0,0,0,0,0,0
1952,4,15N,180W,0,0,0,0,0,0,0,0
1952,4,20N,125E,0,0,0,0,0,0,0,0
1952,4,20N,130E,0,0,0,0,0,0,0,0
1952,4,20N,135E,0,0,0,0,0,0,0,0
1952,4,20N,140E,5.243,10.079,3.198,38.736,0.169,11.222,1.468,3.99
1952,4,20N,145E,4.233,8.296,1.927,49.594,0,11.515,2.699,7.011
1952,4,20N,150E,0,0,0,0,0,0,0,0
1952,4,25N,120E,0,0,0,0,0,0,0,0
1952,4,25N,130E,0,0,0,0,0,0,0,0
1952,4,25N,135E,0,0,0,0,0,0,0,0
1952,4,25N,140E,44.723,15.336,14.474,45.821,0,3.916,6.629,1.975
1952,4,25N,145E,7.399,0.229,7.995,3.773,0,0,26.279,0
1952,4,25N,150E,16.701,0.549,21.321,4.236,0,0,119.606,0.11
1952,4,25N,155E,113.449,0.114,9.718,7.239,0,0,56.441,0
1952,4,30N,125E,0,0,0,0,0,0,0,0
1952,4,30N,130E,34.884,2.2,3.034,11.089,0,0.526,1.231,0
1952,4,30N,135E,38.927,6.444,4.428,13.785,0,0,1.278,3.753
1952,4,30N,140E,154.375,10.832,95.043,13.939,0,0.585,54.926,11.782
1952,4,30N,145E,17.279,0.414,25.011,2.618,0,0,57.814,0.202
1952,4,30N,150E,81.567,0.276,28.906,3.851,0,0,58.051,0
1952,4,30N,155E,191.741,0.138,21.936,3.619,0,0,4.404,0
1952,4,30N,160E,0,0,0,0,0,0,0,0
1952,4,30N,165E,0,0,0,0,0,0,0,0
1952,4,35N,140E,41.731,16.69,60.929,6.854,0,0.292,45.74,4.42
1952,4,35N,145E,0.688,0,0.779,0,0,0,2.604,0.605
1952,4,35N,150E,0,0,0,0,0,0,0,0
1952,4,40N,140E,0,0,0,0,0,0,0,0
1952,4,40N,145E,0,0,0,0,0,0,0,0
1952,5,00N,125E,0,0,0,0,0,0,0,0
1952,5,00N,130E,0,0,0,0,0,0,0,0
1952,5,00N,135E,0,0,0,0,0,0,0,0
1952,5,00N,140E,0,0,0,0,0,0,0,0
1952,5,00N,155E,0,0,0,0,0,0,0,0
1952,5,00N,160E,0,0,0,0,0,0,0,0
1952,5,00N,165W,35.618,366.55,44.036,0,0.541,18.529,0,0
1952,5,00N,170E,0.339,169.063,11.276,0,0.541,27.004,0.237,0.285
1952,5,00N,170W,0,0,0,0,0,0,0,0
1952,5,00N,175E,0,0,0,0,0,0,0,0
1952,5,05N,125E,0,0,0,0,0,0,0,0
1952,5,05N,130E,0,0,0,0,0,0,0,0
1952,5,05N,135E,0.335,69.325,40.633,0,0.169,35.187,0.237,1.252
1952,5,05N,140E,0.356,186.828,112.592,1.232,0.88,67.042,0,3.951
1952,5,05N,145E,0,0,0,0,0,0,0,0
1952,5,05N,150E,0,37.971,19.148,0,0,52.488,0,0.911
1952,5,05N,155E,0,0,0,0,0,0,0,0
1952,5,05N,160E,0,0,0,0,0,0,0,0
1952,5,05N,160W,0,0,0,0,0,0,0,0
1952,5,05N,165W,0,0,0,0,0,0,0,0
1952,5,05N,170E,0,0,0,0,0,0,0,0
1952,5,05N,175W,0,0,0,0,0,0,0,0
1952,5,05N,180W,0,0,0,0,0,0,0,0
1952,5,05S,150E,0,0,0,0,0,0,0,0
1952,5,05S,155E,0,141.78,20.214,0,1.421,18.178,0.474,0.094
1952,5,05S,160E,3.419,249.771,19.353,0,0.711,30.628,0,0.802
1952,5,10N,115E,0,0,0,0,0,0,0,0
1952,5,10N,120E,0,0,0,0,0,0,0,0
1952,5,10N,125E,0.873,81.6,39.157,1.463,0,32.089,0.426,5.283
1952,5,10N,130E,1.536,37.697,38.501,0.385,0.169,38.519,0.994,2.457
1952,5,10N,140E,0,0,0,0,0,0,0,0
1952,5,10N,145E,0,0,0,0,0,0,0,0
1952,5,10N,165E,0,0,0,0,0,0,0,0
1952,5,10N,165W,0,0,0,0,0,0,0,0
1952,5,10N,170E,0,0,0,0,0,0,0,0
1952,5,10N,170W,0,1.359,145.107,1.617,0,22.503,0.237,0.11
1952,5,10N,175E,0,0,0,0,0,0,0,0
1952,5,10N,175W,5.501,4.531,313.01,0.77,0,127.129,2.462,2.633
1952,5,10S,160E,0.307,172.331,15.335,0,0.88,47.637,0,0
1952,5,15N,120E,0,0,0,0,0,0,0,0
1952,5,15N,125E,0,0,0,0,0,0,0,0
1952,5,15N,145E,0,0,0,0,0,0,0,0
1952,5,20N,120E,0,0,0,0,0,0,0,0
1952,5,20N,125E,0.522,13.745,1.476,41.816,0.102,14.086,3.646,58.761
1952,5,20N,130E,4.666,50.941,7.38,84.788,0,68.387,4.83,49.552
1952,5,20N,135E,0,0,0,0,0,0,0,0
1952,5,20N,140E,6.408,13.576,1.066,106.428,0,71.017,5.351,10.013
1952,5,20N,145E,2.02,9.348,3.977,112.743,0,48.514,3.504,11.463
1952,5,20N,150E,0,0,0,0,0,0,0,0
1952,5,20N,180W,0,0,0,0,0,0,0,0
1952,5,25N,120E,0,0,0,0,0,0,0,0
1952,5,25N,125E,0,0,0,0,0,0,0,0
1952,5,25N,130E,0,0,0,0,0,0,0,0
1952,5,25N,135E,0.404,5.696,16.483,284.629,0,6.313,21.26,82.261
1952,5,25N,140E,1.204,32.5,24.437,418.241,0,23.672,27.084,30.942
1952,5,25N,145E,0.913,20.112,63.102,236.806,0,6.02,108.763,7.506
1952,5,25N,150E,0,4.411,10.825,69.617,0,7.774,12.358,0.428
1952,5,25N,155E,0,5.988,33.827,146.396,0,9.644,69.794,0
1952,5,25N,180W,0,0,0,0,0,0,0,0
1952,5,30N,135E,0,0,0,0,0,0,0,0
1952,5,30N,140E,33.983,3.924,16.114,28.725,0.406,0,16.004,18.828
1952,5,30N,145E,0,0,0,0,0,0,0,0
1952,5,30N,150E,0,0,0,0,0,0,0,0
1952,5,35N,140E,20.887,13.015,46.496,6.315,0,1.169,52.985,66.416
1952,5,35N,145E,1.235,3.564,12.547,3.157,0,0,10.654,1.17
1952,5,35N,150E,0,0,0,0,0,0,0,0
1952,5,40N,140E,0,0,0,0,0,0,1.136,0.404
1952,5,40N,145E,0,0,0,0,0,0,1.847,1.574
1952,5,40N,150E,0,0,0,0,0,0,0,0
1952,6,00N,115E,0,0,0,0,0,0,0,0
1952,6,00N,120E,0,101.509,16.278,0.847,2.504,18.646,1.563,1.914
1952,6,00N,125E,0,0,0,0,0,0,0,0
1952,6,00N,150E,0,0,0,0,0,0,0,0
1952,6,00N,155E,0.78,83.571,28.701,0,0.271,22.796,0,0.474
1952,6,00N,160E,0,0,0,0,0,0,0,0
1952,6,00N,165W,0,0,0,0,0,0,0,0
1952,6,00N,170E,0,0,0,0,0,0,0,0
1952,6,00N,170W,0,0,0,0,0,0,0,0
1952,6,00N,175W,0,0,0,0,0,0,0,0
1952,6,05N,120E,0,0,0,0,0,0,0,0
1952,6,05N,135E,0,0,0,0,0,0,0,0
1952,6,05N,140E,0,0,0,0,0,0,0,0
1952,6,05N,150E,0,0,0,0,0,0,0,0
1952,6,05N,155E,0.691,88.371,31.695,0,0.169,51.845,0.237,0.856
1952,6,05N,170W,0,2.593,143.22,0.385,0.169,31.271,1.231,0.165
1952,6,05S,150E,0,0,0,0,0,0,0,0
1952,6,05S,155E,0.357,112.798,12.301,0,1.557,19.347,0.521,0.617
1952,6,05S,160E,0.701,246.662,24.929,0,1.658,31.738,0.142,0.85
1952,6,05S,165E,0,0,0,0,0,0,0,0
1952,6,10N,165W,0,0,0,0,0,0,0,0
1952,6,10N,170E,0,0,0,0,0,0,0,0
1952,6,10N,170W,0,7.379,484.768,1.232,0.338,94.046,2.746,4.444
1952,6,10N,175W,0,0,0,0,0,0,0,0
1952,6,10N,180W,0,0,0,0,0,0,0,0
1952,6,10S,155E,0,0,0,0,0,0,0,0
1952,6,10S,160E,0,0,0,0,0,0,0,0
1952,6,10S,165E,0,0,0,0,0,0,0,0
1952,6,20N,125E,0,0,0,0,0,0,0,0
1952,6,20N,130E,0,0,0,0,0,0,0,0
1952,6,25N,120E,0,0,0,0,0,0,0,0
1952,6,25N,125E,0,7.915,0.246,23.873,1.59,12.275,1.042,16.821
1952,6,25N,130E,0,0,0,0,0,0,0,0
1952,6,25N,140E,0,9.233,26.077,211.161,0,13.619,17.377,4.339
1952,6,25N,145E,0,1.234,10.538,31.035,0.338,6.254,27.037,0
1952,6,25N,150E,0,0.434,45.758,87.406,1.658,11.924,78.08,0.11
1952,6,25N,180W,0,0,0,0,0,0,0,0
1952,6,30N,125E,0,0,0,0,0,0,0,0
1952,6,30N,130E,0,0,0,0,0,0,0,0
1952,6,30N,145E,0,0,0,0,0,0,0,0
1952,6,30N,150E,0,0,0,0,0,0,0,0
1952,6,35N,140E,0,0.553,3.321,2.464,0,0,1.468,26.833
1952,6,35N,145E,0,0,0,0,0,0,0,0
1952,6,35N,150E,0,0,0,0,0,0,0,0
1952,6,40N,140E,0,0,0,0,0,0,0,0
1952,6,40N,145E,0,0,0,0,0,0,5.966,1.856
1952,6,40N,150E,0,0,0,0,0,0,3.22,0.767
1952,7,00N,125E,0,0,0,0,0,0,0,0
1952,7,00N,160E,0,0,0,0,0,0,0,0
1952,7,00N,165E,0,0,0,0,0,0,0,0
1952,7,00N,175E,0,0,0,0,0,0,0,0
1952,7,00N,175W,0,0,0,0,0,0,0,0
1952,7,05N,155E,0,0,0,0,0,0,0,0
1952,7,05N,160E,0,0,0,0,0,0,0,0
1952,7,05N,170E,0,0,0,0,0,0,0,0
1952,7,05N,175E,0.445,34.276,114.929,0,0.541,154.717,0.758,0.856
1952,7,05N,180W,0,0,0,0,0,0,0,0
1952,7,05S,155E,0,0,0,0,0,0,0,0
